product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Worst experience ever!,Mic not working properly calling clarity is very bad,Visakhapatnam,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,"Just one word ""Awsome"". Got this at a price range of Rs 899.00",,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,Nyc products,,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good quality product,Nice product this prise renge,Pali,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good quality product,Lovely headset...bass is extremely awesome and this headphone is very comfortable...got it for 864 rs,Ballia District,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,Super.... Build quality and call vibration alert is too good...,Amalapuram,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,Nice onr,Erode,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Sound quality is very good. Easy to connect and battery backup is also good.,Chittaranjan,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,It's good but made in china,Hyderabad,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Pretty good,Only need earpiece fit like oppo enco m31... otherwise world no 1 for quality wireless 235v2...i like cable adjust...but only earpiece not fit when wearing helmet...and weight need light...and design need more premium like oppo enco m31...but oppo enco m31 cable not adjust that's i hate from oppo...but oppo enco.m31 looks specially green colour,Berhampore,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Bought it For 864 only.You cant get a Bluetooth headset in this price.worth every penny.Blindly go for it.Sound quality 8/10Bass10/10Connectivity 8/10Range 10/10Looks and comfort10/10Pubg 8/10Battery Backup 9/10,Bettiah,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Just one word.  Excellent,Vangani,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Simply awesome,"Approximately 6 hours of battery backup, sound and bass quality is very nice. It's a 5 star product",Thrissur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,Delivery process is very bad. Little bit of haziness in sound,Kalara,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Better than Boat 255F.Fast charge.,Ambernath,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,Good product..  design is better than boult neckband..   two products are in same price range..,Kunnathunad,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Nice product at this price 864.   and nice delivery,Aland,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,3star...when using for phonecall. Low voice reported from other side.microphone very bad...otherwise 5/5,Durgapur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Superb quality headphone good quality sound and designed,Bahraich,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Happy,Pune District,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,Perfect music experience. Will again write review after using headset for 1 month,Surat,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,The flipkart delivery is too poor...not expected form flipkart...but the product i brought is too good..l like it...😘,Latur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,"This is my second order for same item, it's tremendous",Bhuj Gidc Phase 2,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,The perfect bluetooth headset in this budget. I would recommend to buy this as it's battery last 8 hrs continuously.,Mumbai,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Slightly disappointed,"Ok, Bluetooth not up to marks, even voice quality is just ok.",Rudrapur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,good in this price range got it for 899,Naspur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,Bass is not gud as expected Everything is well....,Samastipur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,"Review after 2 daysWhen I receive this earphone battery was 90% I am using this earphone 1.5 to 2 hrs for pubg   (9/10)2.5 hrs for YouTube/insta/fb/music (9.5/10)30 mnts for calling (8.5/10)On daily basis ,till battery 30% left after 2 day usegOverall I am satisfied with this productNote-This is my first time detailed review",Silvassa,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,excellent sound $ product,Jharsuguda,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,All is good but the only thing is voice call is low,Zahirabad,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Value-for-money,The build quality of v2 is chipper than 225.Sound quality is almost same.(4/5)Incoming call alart is nice.(5/5)The buds are also feels very plastic.(3/5)I feel the bass is lower but smooth.(3/5)Battery backup is really wonderful wonderful. (5/5)I thing i felt the length of the wire is short.(3/5)But the wire hiding design is really impressive.(5/5) Overall i will say go for it.,Mirdhanga,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,Product is good. But it is made in china.,Jammu,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,Product replaced 3 times but working now,Ahmedabad,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Thank you flipkart for keeping my request.... U delivered it today instead of 2nd july. Its good. Nice sound quality....,Garshyamnagar,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Slightly disappointed,The microphone isn't working well. And the sound quality while on a call is very bad.,Bhagalpur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Design looks good and comfortableSound quality is average compare boat 255Bass was goodNo add on ear budsNoise cancellation is okay.in traffic is not goodBuild quality is goodEar buds are not comfortable its was medium size it should be small and big buds as addonsCharge cable is tooo smallOverall rating 3.5/5,Vizianagaram,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Bad quality,Bad sound,Bora Gagangohalia,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Classy product,Good condition boat 235 good looking,New Delhi,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,"Good product at this price point , bass& sounds quality was awesome , battery backup is too good...Worth for buying.",Jagatsinghapur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Value-for-money,Nice value for money,Thane District,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,Excellent bass sound fit to ear perfectly best go for it..,Ambur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Worth the money,"I got this product for 865 rs. In this price i feel it offers quite turbulent sound quality. You can compare this profuct to other competitors of around 1000rs. Or so.Pros: good battery backup, good sound quality overall, satisfsctory bass, good build quality for the price, light weight completely no issue in wearing for longer hours.Cons. Highs n treble bit on d average side.Anybody who is on a budget of less than 1000 rs. N looking a bluetooth option can surely opt for it.",North Twenty Four Parganas District,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,899 gud price,Bareilly,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Worth the money,Good earphone under 900 bucks,Bengaluru,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,Its good 899 only,Patna,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Worth the money,"Sound quality is not that good comparing to wired ones. Bass is okay(AVG), comparing to others in wireless category it is best.",Mumbai,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,Bluetooth version 5.0 update connectivity,Jaunpur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Better than boat 255,Varanasi District,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Good product. boAt v very good delivery boy,Bhubaneswar,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,Really good it meet my expectations,Vasai Virar,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Best under 1000,Areraj,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Pretty good,Superb i love it,Chaurhat,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,boAt rockerzz 255 is more thn bttr....,Kanpur,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,Ace in the gameGood product,Noida,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Nice,Bengaluru,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Nice earphones,Gaya,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Best product no vest money,Dhubri,8 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,sound is so laudly but not clear,Raichur,9 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Best quality,Kalyan,9 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Not gd,Teleni Para,9 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Sound quality Not clear.,Berhampur,9 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Sometimes even after connected to phone voice is not audible. Not a great product,Kurnool,9 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Classy product,Conectivity problm if mobile kept in pant it is disconnected,Dobaspet Industrial Area,11 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Top Bass,Veraval Rajkot District,"Mar, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,Absolutely perfect Perfect bassGet more. Battery backup,Malappuram,"Mar, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,Awsm sound,New Delhi,"Mar, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Delightful,All over product is very good,Vasai Virar,"Feb, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,Good,Samastipur District,"Feb, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,Best .....Super se uper....,Bhavnagar,"Feb, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Simply awesome,Good Product  I am 100% happy,Chennai,"Feb, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Waste of money!,Worst product.. It stopped working after 6 months of rare usage..,Coimbatore,"Feb, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,"Superb sound quality 👌, awesome product from boat, really Better Audio feel,",Tiruchitrambalam,"Feb, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,Value of money.... good quality product,Mumbai,"Feb, 2020",1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Very poor,Product is not good sound quality nd voice quality every time noise sound problem i don't like this product plz do not purchase,Mumbai,9 months ago,4,5
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Moderate,Battery not good,Kolkata,4 months ago,3,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Worthless,"Buttons are not working properly it just keep forwarding the songs Sometimes sound in of the piece gets too low I didn't paid 1000 for such horrible user experience, my 200 earphones works better than this",Lucknow,8 months ago,3,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Boat super headphones...,Guntakal,1 month ago,1,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Horrible,Look good smart desining Good battry backup,Jasidih,2 months ago,2,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Good product 👍,Kinwat,4 months ago,2,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Moderate,Very bad experience with this product. It got out of order within use of one month. The main problem is when i connect it with my phone and start play some music the music changes automatically and when i start to watch any movies the movie also changes automatically into another movie. And also the volume rises automatically. Very horrible. I never experienced this kind of thing in any headphones. I also have used JBL headphones but i never experienced like this. Feeling harassed with this p...,Kolkata,7 months ago,2,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Horrible,this product was not working ...im callingto toll free number  but not receiveing,Bhilai,7 months ago,2,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Not recommended at all,Mic was not working properly,,8 months ago,2,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Great product 👌 must buy.. fantastic bass .. but cost whould be high,,8 months ago,1,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Bad quality,sound quality was not good,Hyderabad,8 months ago,2,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,its wonderful its battery bacup is 7to8 hours,Dharmapuri,8 months ago,2,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Worthless,I purchase many things from flifkart but this is tha worst packing ever and in two days it not showing battery indicated and also volume buttons are not working,Aurangabad,8 months ago,2,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Waste of money!,Very Bad After 1 month its working stopped..,Naihati,1 month ago,2,2
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Absolute rubbish!,Not worth worst product  if u buy this u r wasteing ur money that's all.,Bengaluru,10 months ago,2,3
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Hated it!,Bad experience ....after using just once for exercise it's function keys stop working/malfunctioning. I don't know how they say it's water or sweat proof Thinking about returning it.,Panipat,8 months ago,2,4
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,"Very good,bass sound super, battry backe nice, design not ok, coller nice,",Vandavasi,1 month ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Simply awesome,Excellent productI am giving 5/5Rating,Nandyal,1 month ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,Osm,Tikamgarh District,1 month ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,Sup...,Navi Mumbai,1 month ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,Nice one i got it only 399 rup. Only wow thanks flipkart,Goindwal,1 month ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,Good product i am Happy,Panch Mahals District,1 month ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,Is very nice product very nice sound long life battery best product,Karaikkudi,2 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,Very good Sound is bestAnd bettery Super battery 🔋🔋,Ambad,2 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Could be way better,After one month mic is not working actually I bought both are same problem please don't buy it,,2 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,1 num..product..prfctt😇😇😇,,2 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Nice,Patna,4 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Absolute rubbish!,Don't waste your money... after 2 months it's stop working..,Guskara,6 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,Value for money I gave 10/10Sound 10/10 Bass 8/10Design and build 9/10But I love quality of magnetic stripes😍Chargeing 10/10Connectivity 10/10,,6 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Could be way better,"It's not working after 11days.Following problems 1)It's not getting power off.2) After connecting to device its automatically plays songs  in music player..And that also we are not able control from mobile,till disconnect the Bluetooth.3) I am not able return this product and my amount also wasted.since return day also completedSo pls don't go for this product...",Annur,6 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Very poor,One of the worst product from Flipkart. It automatically plays the next song in queue. It is out of control. Not expected this type of product from fk.,,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,It's too good👍👍👍👍👍😊😊😊😊,,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Best bluetooth earphone under rupees 1000Bass is too goodOverall 4.5 stars out 5,,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Don't waste your money,Vaste bass and battery issue vaste money don't buy this item,,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Waste of money!,sound quality is not good than 255,,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Did not meet expectations,"Ten days work properly, then while calling volume is automatically increasing",,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Hated it!,Very bad quality,,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,"Very nice. Look is perfect, sound quality is good.Got it @just Rs.864/-.Awesome.",,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Worthless,Worst product.Automatically disconnected itself.While listening music if you get call then Headset stop working you have to communicate with cellphone for making calls,Navi Mumbai,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific,Awesome product,Talegaon Dabhade,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Worst experience ever!,After a week its not working. After a week its has not option to return.. Wrost product,Hisar,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,Don't worry it's awesome product ..👍,Hubballi,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Terrible product,Build quality is good.. Vibration also very useful.. Overall performance is good,Ahmadnagar District,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Absolute rubbish!,"One side is not working after 15 days... Not expected so low sound quality from boAt..Product is very worst, don't go for it.",Bengaluru,7 months ago,1,0
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Hated it!,Worse product mic not working.,Bhadrachalam,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Waste of money!,Very poor product. None of the buttons are working except the function of powering on. Even it's unable to power off also.,Saran District,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Terrible product,"I was happy with the purchase at a price of 899. But, completely disappointed as it started misbehaving from day 3 onwards. The MFB and other two buttons stopped working most of the times. Didn't even allow the user to turn off the set. Claimed for guarantee and waiting for replacement for the last 1.5 weeks. Do think before purchase.",Kottayam,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Hated it!,"They cheated a lot, they got worse in less than a month with Bluetooth",Sakri,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Worst experience ever!,It is getting disconnected frequently. Not satisfied with this product.,Thane,7 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,2,Not good,Too bad product. Volume buttons are not working properly. Don't buy this,Ernakulam,8 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Horrible,"Stopped working 2 days after the return period ended for me, Headset is very inferior in quality, Lost faith in Boat product quality ..",Hyderabad,8 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Hated it!,Waste productIt seems to be worst at battery and microphoneIt would be shutdowns at a 40_30 % of charging,Visakhapatnam District,8 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Hated it!,Bluetooth Connection is worst.. Signal gets cut if you go 2-3 meter from the phone.. Gets disconnected often.. Rest is manageable..,Singur,8 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,connecting issues,every time i have to remove this device from Bluetooth list and reconnect to the laptop.. otherwise earphones are not working. and the problem is only with this headset.. other companies headsets are working properly with my laptop,Vijayawada,8 months ago,1,1
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1,Very poor,Worst product i ever purchased from Flipkart.On the second day it started disfunctioningThe buttons was disfunctioning.automatically the track were playing.the headset won't trun off. Totally disappointed with this product.,Alappuzha,8 months ago,1,1
